application_id,crb_checked,crb_reason,tier3_cost,tier3_result,final_score,decision,recommended_amount
APP_002529,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",72.80000000000001,APPROVE,5000.0
APP_002530,False,Sufficient data from Tier 1 and Tier 2,0,,70.0,APPROVE,2000.0
APP_002531,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002532,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 587, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",85.6,APPROVE,2000.0
APP_002533,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002534,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",63.2,APPROVE_REDUCED,2100.0
APP_002535,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",72.4,APPROVE,10000.0
APP_002536,False,Sufficient data from Tier 1 and Tier 2,0,,64.4,APPROVE_REDUCED,700.0
APP_002537,False,Sufficient data from Tier 1 and Tier 2,0,,67.6,APPROVE_REDUCED,2100.0
APP_002538,False,Sufficient data from Tier 1 and Tier 2,0,,68.4,APPROVE_REDUCED,3500.0
APP_002539,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002540,False,Sufficient data from Tier 1 and Tier 2,0,,69.6,APPROVE_REDUCED,1400.0
APP_002541,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.2,APPROVE,15000.0
APP_002542,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 458, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",76.0,APPROVE,2000.0
APP_002543,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",75.2,APPROVE,10000.0
APP_002544,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.0,APPROVE,1000.0
APP_002545,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002546,False,Sufficient data from Tier 1 and Tier 2,0,,64.4,APPROVE_REDUCED,1400.0
APP_002547,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002548,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",72.4,APPROVE,3000.0
APP_002549,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 653, 'signal': 'Excellent credit history', 'score_boost': 20, 'cost': 50}",92.4,APPROVE,10000.0
APP_002550,False,Sufficient data from Tier 1 and Tier 2,0,,67.2,APPROVE_REDUCED,7000.0
APP_002551,False,Sufficient data from Tier 1 and Tier 2,0,,71.2,APPROVE,10000.0
APP_002552,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002553,False,Sufficient data from Tier 1 and Tier 2,0,,69.2,APPROVE_REDUCED,3500.0
APP_002554,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 580, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",83.6,APPROVE,3000.0
APP_002555,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002556,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.0,APPROVE,2000.0
APP_002557,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",71.6,APPROVE,15000.0
APP_002558,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",24.0,REJECT,0.0
APP_002559,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 586, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",82.4,APPROVE,2000.0
APP_002560,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,5000.0
APP_002561,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 700, 'signal': 'Excellent credit history', 'score_boost': 20, 'cost': 50}",80.4,APPROVE,5000.0
APP_002562,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",67.2,APPROVE_REDUCED,14000.0
APP_002563,True,Borderline scores need CRB tie-breaker,50,"{'has_record': True, 'score': 487, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",61.2,APPROVE_REDUCED,700.0
APP_002564,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 470, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",74.0,APPROVE,20000.0
APP_002565,False,Sufficient data from Tier 1 and Tier 2,0,,70.0,APPROVE,1000.0
APP_002566,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",56.4,APPROVE_REDUCED,10500.0
APP_002567,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002568,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002569,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",72.4,APPROVE,1000.0
APP_002570,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 568, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",69.2,APPROVE_REDUCED,14000.0
APP_002571,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002572,False,Sufficient data from Tier 1 and Tier 2,0,,69.6,APPROVE_REDUCED,7000.0
APP_002573,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 562, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",68.4,APPROVE_REDUCED,14000.0
APP_002574,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002575,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",65.2,APPROVE_REDUCED,10500.0
APP_002576,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002577,False,Sufficient data from Tier 1 and Tier 2,0,,67.2,APPROVE_REDUCED,1400.0
APP_002578,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.6,APPROVE,10000.0
APP_002579,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002580,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.4,APPROVE,3000.0
APP_002581,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 636, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",65.6,APPROVE_REDUCED,7000.0
APP_002582,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 412, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",43.6,REJECT,0.0
APP_002583,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",58.4,APPROVE_REDUCED,1400.0
APP_002584,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",64.0,APPROVE_REDUCED,1400.0
APP_002585,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.0,APPROVE,20000.0
APP_002586,False,Sufficient data from Tier 1 and Tier 2,0,,71.2,APPROVE,10000.0
APP_002587,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 503, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",72.4,APPROVE,20000.0
APP_002588,False,Sufficient data from Tier 1 and Tier 2,0,,64.0,APPROVE_REDUCED,1400.0
APP_002589,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,5000.0
APP_002590,False,Sufficient data from Tier 1 and Tier 2,0,,72.0,APPROVE,1000.0
APP_002591,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.0,APPROVE,3000.0
APP_002592,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",63.2,APPROVE_REDUCED,7000.0
APP_002593,False,Sufficient data from Tier 1 and Tier 2,0,,70.80000000000001,APPROVE,1000.0
APP_002594,False,Sufficient data from Tier 1 and Tier 2,0,,67.6,APPROVE_REDUCED,3500.0
APP_002595,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.4,APPROVE,10000.0
APP_002596,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 529, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",76.0,APPROVE,2000.0
APP_002597,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 352, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",38.4,REJECT,0.0
APP_002598,False,Tier 1 score too low (fraud likely),0,,24.8,REJECT,0.0
APP_002599,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",57.2,APPROVE_REDUCED,7000.0
APP_002600,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",61.6,APPROVE_REDUCED,7000.0
APP_002601,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.4,APPROVE,15000.0
APP_002602,False,Sufficient data from Tier 1 and Tier 2,0,,68.0,APPROVE_REDUCED,700.0
APP_002603,False,Sufficient data from Tier 1 and Tier 2,0,,69.6,APPROVE_REDUCED,7000.0
APP_002604,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002605,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",65.2,APPROVE_REDUCED,10500.0
APP_002606,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",71.2,APPROVE,20000.0
APP_002607,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",65.2,APPROVE_REDUCED,10500.0
APP_002608,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 524, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",72.80000000000001,APPROVE,3000.0
APP_002609,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 474, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",70.4,APPROVE,20000.0
APP_002610,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",63.2,APPROVE_REDUCED,14000.0
APP_002611,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",59.2,APPROVE_REDUCED,700.0
APP_002612,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",64.0,APPROVE_REDUCED,3500.0
APP_002613,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",54.0,REJECT,0.0
APP_002614,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.2,APPROVE,2000.0
APP_002615,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,1000.0
APP_002616,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 441, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",54.80000000000001,REJECT,0.0
APP_002617,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",52.400000000000006,REJECT,0.0
APP_002618,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",24.0,REJECT,0.0
APP_002619,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,20000.0
APP_002620,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",59.2,APPROVE_REDUCED,700.0
APP_002621,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",64.0,APPROVE_REDUCED,3500.0
APP_002622,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",57.6,APPROVE_REDUCED,10500.0
APP_002623,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,5000.0
APP_002624,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 394, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",54.400000000000006,REJECT,0.0
APP_002625,False,Sufficient data from Tier 1 and Tier 2,0,,69.6,APPROVE_REDUCED,7000.0
APP_002626,True,Borderline scores need CRB tie-breaker,50,"{'has_record': True, 'score': 696, 'signal': 'Excellent credit history', 'score_boost': 20, 'cost': 50}",78.4,APPROVE,5000.0
APP_002627,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",64.0,APPROVE_REDUCED,700.0
APP_002628,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",64.0,APPROVE_REDUCED,2100.0
APP_002629,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",71.6,APPROVE,20000.0
APP_002630,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 458, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",53.2,REJECT,0.0
APP_002631,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",53.2,REJECT,0.0
APP_002632,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",65.2,APPROVE_REDUCED,10500.0
APP_002633,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",58.4,APPROVE_REDUCED,10500.0
APP_002634,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.2,APPROVE,3000.0
APP_002635,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002636,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002637,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 305, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",47.2,REJECT,0.0
APP_002638,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002639,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",62.400000000000006,APPROVE_REDUCED,1400.0
APP_002640,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",60.8,APPROVE_REDUCED,10500.0
APP_002641,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 524, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",73.2,APPROVE,3000.0
APP_002642,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 540, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",76.0,APPROVE,15000.0
APP_002643,False,Sufficient data from Tier 1 and Tier 2,0,,66.8,APPROVE_REDUCED,1400.0
APP_002644,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 524, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",76.0,APPROVE,5000.0
APP_002645,True,Borderline scores need CRB tie-breaker,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",60.400000000000006,APPROVE_REDUCED,7000.0
APP_002646,False,Sufficient data from Tier 1 and Tier 2,0,,71.2,APPROVE,1000.0
APP_002647,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002648,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",62.0,APPROVE_REDUCED,2100.0
APP_002649,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",55.2,APPROVE_REDUCED,10500.0
APP_002650,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 512, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",59.2,APPROVE_REDUCED,3500.0
APP_002651,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",72.4,APPROVE,10000.0
APP_002652,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,20000.0
APP_002653,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 566, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",86.0,APPROVE,15000.0
APP_002654,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 576, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",82.4,APPROVE,5000.0
APP_002655,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,2000.0
APP_002656,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002657,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.2,APPROVE,10000.0
APP_002658,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,20000.0
APP_002659,False,Tier 1 score too low (fraud likely),0,,27.6,REJECT,0.0
APP_002660,False,Tier 1 score too low (fraud likely),0,,24.8,REJECT,0.0
APP_002661,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",62.400000000000006,APPROVE_REDUCED,7000.0
APP_002662,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.2,APPROVE,3000.0
APP_002663,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.2,APPROVE,15000.0
APP_002664,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 628, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",86.0,APPROVE,5000.0
APP_002665,False,Sufficient data from Tier 1 and Tier 2,0,,68.0,APPROVE_REDUCED,1400.0
APP_002666,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 514, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",61.2,APPROVE_REDUCED,2100.0
APP_002667,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",64.0,APPROVE_REDUCED,7000.0
APP_002668,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 489, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",73.2,APPROVE,3000.0
APP_002669,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",24.0,REJECT,0.0
APP_002670,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 617, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",77.2,APPROVE,20000.0
APP_002671,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,20000.0
APP_002672,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",72.4,APPROVE,3000.0
APP_002673,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,15000.0
APP_002674,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002675,False,Sufficient data from Tier 1 and Tier 2,0,,70.4,APPROVE,2000.0
APP_002676,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002677,False,Sufficient data from Tier 1 and Tier 2,0,,71.2,APPROVE,1000.0
APP_002678,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 503, 'signal': 'Fair credit history', 'score_boost': 0, 'cost': 50}",68.4,APPROVE_REDUCED,10500.0
APP_002679,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002680,False,Sufficient data from Tier 1 and Tier 2,0,,65.2,APPROVE_REDUCED,2100.0
APP_002681,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",24.0,REJECT,0.0
APP_002682,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",74.80000000000001,APPROVE,20000.0
APP_002683,False,Sufficient data from Tier 1 and Tier 2,0,,70.4,APPROVE,2000.0
APP_002684,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 577, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",74.0,APPROVE,2000.0
APP_002685,False,Sufficient data from Tier 1 and Tier 2,0,,71.2,APPROVE,2000.0
APP_002686,False,Sufficient data from Tier 1 and Tier 2,0,,70.4,APPROVE,1000.0
APP_002687,False,Sufficient data from Tier 1 and Tier 2,0,,68.0,APPROVE_REDUCED,3500.0
APP_002688,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,15000.0
APP_002689,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",62.400000000000006,APPROVE_REDUCED,14000.0
APP_002690,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002691,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.6,APPROVE,20000.0
APP_002692,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",53.2,REJECT,0.0
APP_002693,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002694,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002695,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 376, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",56.0,APPROVE_REDUCED,14000.0
APP_002696,False,Sufficient data from Tier 1 and Tier 2,0,,63.6,APPROVE_REDUCED,3500.0
APP_002697,False,Sufficient data from Tier 1 and Tier 2,0,,70.4,APPROVE,1000.0
APP_002698,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",57.2,APPROVE_REDUCED,700.0
APP_002699,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,1000.0
APP_002700,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002701,False,Sufficient data from Tier 1 and Tier 2,0,,66.0,APPROVE_REDUCED,700.0
APP_002702,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,15000.0
APP_002703,True,"High-value loan (>= KES 15,000)",50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",76.0,APPROVE,15000.0
APP_002704,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 394, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",46.400000000000006,REJECT,0.0
APP_002705,True,"High-value loan (>= KES 15,000)",50,"{'has_record': True, 'score': 300, 'signal': 'Poor credit history', 'score_boost': -20, 'cost': 50}",49.599999999999994,REJECT,0.0
APP_002706,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",73.2,APPROVE,5000.0
APP_002707,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': False, 'score': 0, 'signal': 'No CRB record (unbanked)', 'cost': 50}",72.4,APPROVE,2000.0
APP_002708,False,Sufficient data from Tier 1 and Tier 2,0,,71.2,APPROVE,3000.0
APP_002709,False,Sufficient data from Tier 1 and Tier 2,0,,69.6,APPROVE_REDUCED,3500.0
APP_002710,False,Tier 1 score too low (fraud likely),0,,24.0,REJECT,0.0
APP_002711,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 678, 'signal': 'Excellent credit history', 'score_boost': 20, 'cost': 50}",81.2,APPROVE,1000.0
APP_002712,True,Conflicting signals between Tier 1 and Tier 2,50,"{'has_record': True, 'score': 598, 'signal': 'Good credit history', 'score_boost': 10, 'cost': 50}",86.0,APPROVE,1000.0
